"Transcript Cluster ID","GenX_100uM vs. GenX_UT","Gene Symbol","0.1uMFold Change","10uMFold Change"
"TC1000010535.hg.1",1.12,"FAM35BP; RHEBP1",-1.092058,-3.225559
"TC1000010622.hg.1",1.56,"SGMS1",-1.035818,-2.124127
"TC1000010695.hg.1",1.08,"MIR3924",-2.039223,-1.643384
"TC1000010766.hg.1",-1.14,"ALDH7A1P4",1.108593,2.097004
"TC1000010801.hg.1",-2.25,"CYP2C61P",1.099144,1
"TC1000010843.hg.1",-1.15,"PBLD",-1.299349,-4.017978
"TC1000010852.hg.1",2.19,"TMEM14DP",2.065054,1.196309
"TC1000010980.hg.1",2.58,"ASCC1",1,1.019457
"TC1000011025.hg.1",3.13,"PPP3CB",1.266775,1
"TC1000011026.hg.1",2.87,"USP54",1.068887,-1.154814
"TC1000011056.hg.1",-2.23,"ADK",-2.066329,1.20062
"TC1000011067.hg.1",-1.09,"RP11-77G23.2",1.239596,2.243654
"TC1000011128.hg.1",1.6,"RNU6-1266P",2.002191,1.012871
"TC1000011183.hg.1",3.03,"NUTM2B-AS1",-2.618881,-2.473443
"TC1000011213.hg.1",1.33,"MAT1A",-2.062295,-1.02233
"TC1000011264.hg.1",-2.55,"TCONS_00017740",1,1
"TC1000011268.hg.1",1.81,"RPL12P29",2.319767,1.336092
"TC1000011282.hg.1",-2.02,"LOC101929646; RP11-475D12.1",1,1.669967
"TC1000011368.hg.1",-1.55,"ANKRD22",-2.564113,-2.127546
"TC1000011382.hg.1",2.52,"PANK1",-1.670523,-1.747824
"TC1000011385.hg.1",1.08,"FLJ37201; RP11-80H5.9; RP11-80H5.7",-2.047127,-1.917026
"TC1000011400.hg.1",2.54,"ANKRD1",-1.580389,-3.678939
"TC1000011471.hg.1",-1.06,"CTBP2P2",2.253942,1.297424
"TC1000011478.hg.1",3.3,"CYP2C8",-1.016034,1.261702
"TC1000011516.hg.1",-1.65,"BLNK",-1.05188,-2.363984
"TC1000011522.hg.1",2.18,"TM9SF3",-1.511237,-2.2938
"TC1000011524.hg.1",2.15,"PIK3AP1",1,1.83654
"TC1000011555.hg.1",-1.08,"MORN4",-1.845997,-2.23614
"TC1000011606.hg.1",1.1,"BLOC1S2",2.665025,1.394734
"TC1000011616.hg.1",2.22,"Metazoa_SRP",1,1.056506
"TC1000011660.hg.1",-1.1,"MGEA5",-1.813077,-2.19293
"TC1000011762.hg.1",-2.47,"LOC101927549; RP11-56I23.1",1,1.24995
"TC1000011827.hg.1",2.13,"RPL13AP6",-1.432475,-1.052485
"TC1000011892.hg.1",-3.8,"CCDC186; MIR2110",3.036017,-1.432247
"TC1000011977.hg.1",1.09,"RP11-427L15.2",1.45227,-2.428978
"TC1000011984.hg.1",2.59,"LDHAP5",-1.636099,-2.142566
"TC1000012066.hg.1",1.15,"NSMCE4A",-2.59102,-2.36446
"TC1000012130.hg.1",-2.17,"FAM53B",1.594098,1.123983
"TC1000012160.hg.1",-2.78,"RP11-383C5.5",-1.328916,1
"TC1000012227.hg.1",2.46,"CLRN3",1.172713,-2.076826
"TC1000012275.hg.1",2.08,"LINC00959",-1.070511,1.061416
"TC1000012309.hg.1",-1.08,"TCERG1L",-1.947914,-2.084195
"TC1000012398.hg.1",1.7,"FUOM",2.204254,1
"TC1000012424.hg.1",-1.15,"PITRM1-AS1",-2.052127,-1.926924
"TC1000012425.hg.1",-2.19,"RP11-464C19.3",1,-1.083936
"TC1000012429.hg.1",1.42,"PRPF18",-1.090946,-2.247763
"TC1000012433.hg.1",2.2,"SPAG6",1.613843,1.04303
"TC1000012477.hg.1",-1.54,"HELLS",-2.115942,-1.713659
"TC1000012512.hg.1",-1.24,"PAOX",-1.152566,-2.012697
"TC1000012513.hg.1",2.47,"MTG1",1.330897,1.214725
"TC1000012517.hg.1",1.2,"AKR1C5P",1,-2.253442
"TC1000012528.hg.1",-1.48,"NSUN6",-1.311011,-2.39431
"TC1000012553.hg.1",1.52,"CH17-360D5.2",1.215281,-2.496609
"TC1000012558.hg.1",2.26,"PTPN20CP",1.436044,1.182008
"TC1000012567.hg.1",-1.03,"AGAP5",-1.099754,-2.208796
"TC1000012585.hg.1",2.26,"CHUK",1,1
"TC11_KI270721v1_random00006433.hg.1",-2.85,"LINC01219",1,1
"TC11_KI270721v1_random00006435.hg.1",2.38,"H19_2",-1.255037,-1.415429
"TC11_KI270721v1_random00006437.hg.1",4.98,"H19; MIR675; AC004556.2",-1.309394,-1.196898
"TC1100006433.hg.1",2.37,"CICP23",-1.715751,1
"TC1100006487.hg.1",2.06,"TALDO1",1.111254,1.02058
"TC1100006549.hg.1",-2.47,"LINC01219",1,1.159458
"TC1100006551.hg.1",2.38,"H19_2",-1.255037,-1.415429
"TC1100006680.hg.1",-1.05,"OR52E1",1,2.010424
"TC1100006693.hg.1",2.2,"OR51J1",-1.02979,-1.17867
"TC1100006694.hg.1",-2.08,"OR51Q1",1,1
"TC1100006697.hg.1",-2.06,"OR52B5P",-1.082983,1.564759
"TC1100006749.hg.1",-2.11,"ZNF215",-1.201344,1
"TC1100006772.hg.1",1.09,"COX6CP5",2.096612,1.340285
"TC1100006791.hg.1",1.47,"RPL27A; SNORA3A; SNORA3B",2.558503,1.495419
"TC1100006798.hg.1",1.08,"TMEM9B-AS1",-2.175535,-2.006499
"TC1100006820.hg.1",-1.01,"SWAP70",-1.519809,-2.588525
"TC1100006852.hg.1",-1.77,"MTND5P21",1.167773,2.158741
"TC1100006860.hg.1",-1.18,"USP47",-1.056213,-2.290862
"TC1100007003.hg.1",2.02,"LDHA",1.220947,1.266714
"TC1100007017.hg.1",1.23,"TMEM86A",2.008697,1
"TC1100007030.hg.1",1.1,"NAV2",2.02375,1.861119
"TC1100007049.hg.1",1.29,"HTATIP2",2.079792,1.048458
"TC1100007110.hg.1",-1.7,"FIBIN",1.87885,2.020678
"TC1100007132.hg.1",-1.03,"CBX3P1",1.013004,-2.237302
"TC1100007145.hg.1",1.04,"RP11-22P4.2",2.688237,1.209944
"TC1100007247.hg.1",2.22,"CAPRIN1",-1.087963,1
"TC1100007262.hg.1",-3.07,"EHF",1.197661,1
"TC1100007273.hg.1",2.12,"CD44",-1.036126,1.02301
"TC1100007384.hg.1",1.59,"ALKBH3; SEC14L1P1",1.10092,-2.055544
"TC1100007533.hg.1",-2.28,"TRIM51CP",-1.100188,-1.217929
"TC1100007555.hg.1",-1.15,"OR4C45",-1.196068,2.157245
"TC1100007590.hg.1",-1.22,"OR4A17P",1.781756,2.431489
"TC1100007632.hg.1",1.01,"OR8K3",1.034447,2.016398
"TC1100007728.hg.1",1.06,"FAM111A",-1.084944,-2.212198
"TC1100007737.hg.1",-2.66,"OR4D8P",1,1.059762
"TC1100007740.hg.1",-1.35,"OR4D9",-1.956154,-2.584222
"TC1100007767.hg.1",-1.44,"MS4A4A",1,3.917681
"TC1100007808.hg.1",-1.74,"SDHAF2",-1.051785,-2.843958
"TC1100007829.hg.1",1.18,"Metazoa_SRP",1,-2.053066
"TC1100007889.hg.1",2.02,"SLC22A10",-1.256978,-1.01125
"TC1100007995.hg.1",2.11,"CDCA5",-1.186712,-1.220963
"TC1100008018.hg.1",-1.09,"NEAT1; MIR612",1.159064,-5.160711
"TC1100008024.hg.1",1.8,"MALAT1",1.022791,-8.337292
"TC1100008078.hg.1",-2.1,"BRD9P1",1,1
"TC1100008174.hg.1",-1.17,"ALDH3B1",-1.371134,-2.148858
"TC1100008232.hg.1",2.21,"LINC01488",-1.069428,-1.069428
"TC1100008382.hg.1",-1.14,"ARHGEF17",-1.163378,-2.770085
"TC1100008416.hg.1",-1.2,"MIR548AL",2.39363,1.169312
"TC1100008453.hg.1",-1.3,"SLCO2B1",-1.623052,-2.009923
"TC1100008463.hg.1",1.27,"SNORD15B",2.220754,1.66397
"TC1100008516.hg.1",2.7,"RP11-21L23.2",-1.090863,-1.523405
"TC1100008518.hg.1",1.15,"ACER3",-1.679312,-3.207525
"TC1100008553.hg.1",2.22,"KCTD21-AS1",-1.047725,1.382817
"TC1100008625.hg.1",1.15,"BCAS2P1",-1.035911,-2.106474
"TC1100008651.hg.1",-1.17,"TMEM126B",-1.115701,-3.781976
"TC1100008691.hg.1",1.17,"RP11-164N3.1",-2.396236,-2.443468
"TC1100008696.hg.1",-2.3,"MIR3166",1.203896,1.846765
"TC1100008734.hg.1",-2.38,"SNORD56",1,2.158143
"TC1100008740.hg.1",1.47,"DISC1FP1",1,-2.029677
"TC1100008793.hg.1",-2.33,"Y_RNA",-1.128518,1
"TC1100008809.hg.1",-1.75,"RP11-867G2.5",1,2.382687
"TC1100008881.hg.1",1.03,"ARHGAP42",1.244175,-3.202681
"TC1100008886.hg.1",1.16,"TMEM133",-1.463508,-2.007959
"TC1100008902.hg.1",-2.44,"5S_rRNA",1.008695,1
"TC1100008958.hg.1",-2.05,"LOC101928535",1,1
"TC1100008981.hg.1",1.06,"Y_RNA",2.043794,1.78948
"TC1100008999.hg.1",-2.17,"ZC3H12C",-1.355805,-1.699829
"TC1100009040.hg.1",2.28,"C11orf1",1.053566,1
"TC1100009043.hg.1",-1.36,"DIXDC1",-1.146678,-2.976258
"TC1100009048.hg.1",1.2,"DLAT",-1.645961,-2.662701
"TC1100009055.hg.1",2.1,"KCTD9P4",1.016598,-1.25663
"TC1100009207.hg.1",1.75,"KMT2A",-1.077427,-2.0114
"TC1100009230.hg.1",2.18,"Y_RNA",-1.014853,-1.096618
"TC1100009237.hg.1",2.74,"VPS11",-1.94473,-1.646657
"TC1100009240.hg.1",1.1,"C2CD2L",-1.973573,-2.125939
"TC1100009306.hg.1",1.14,"SC5D",1.020524,-2.722005
"TC1100009309.hg.1",2.3,"SORL1",-1.295132,-1.911904
"TC1100009347.hg.1",-2.03,"U8",1.140092,1.236438
"TC1100009400.hg.1",2.15,"LOC101929340; RP11-677M14.3",1.496466,1.496466
"TC1100009407.hg.1",1.04,"CCDC15",-1.201011,-2.230922
"TC1100009434.hg.1",-1.52,"DDX25",-2.251724,-2.251053
"TC1100009442.hg.1",-2.19,"RP11-50B3.2",1.662034,-1.04713
"TC1100009524.hg.1",-1.03,"ST14",-2.132521,-1.056784
"TC1100009561.hg.1",-2.21,"NTM",-1.632542,-2.005067
"TC1100009563.hg.1",-2.4,"RNU6ATAC12P",1,1
"TC1100009642.hg.1",1.15,"OR4F2P",2.130291,1.616585
"TC1100009681.hg.1",-3.08,"LOC143666",1,1
"TC1100009703.hg.1",-1.16,"SLC25A22",-2.836379,-1.011341
"TC1100009728.hg.1",2.15,"RP11-532E4.2",1,1
"TC1100009780.hg.1",3.22,"H19; MIR675",-1.057956,1
"TC1100009821.hg.1",-2.77,"SNORA54",-1.330917,-1.115639
"TC1100009858.hg.1",2.95,"CHRNA10; NUP98",1.092588,1.092588
"TC1100009927.hg.1",-2.43,"OR51B8P",1,1.086961
"TC1100009930.hg.1",-3.23,"OR51A10P",-1.094134,1
"TC1100009947.hg.1",1.07,"OR52E6",-1.207941,-2.317212
"TC1100009951.hg.1",-2.07,"OR52L1",-1.122877,-1.481737
"TC1100009954.hg.1",-2.55,"OR56A1",-1.245064,-1.502828
"TC1100009962.hg.1",1.19,"FAM160A2",-2.164794,-1.319389
"TC1100010002.hg.1",1.23,"CTD-2516F10.4",1.269816,2.434795
"TC1100010006.hg.1",-1.2,"RP11-35J10.7",1,2.472311
"TC1100010068.hg.1",2.13,"LOC644656; CTD-2371O3.3",-1.302136,-1.302136
"TC1100010077.hg.1",2.03,"SBF2",2.171257,-1.174396
"TC1100010090.hg.1",2.49,"LYVE1",2.720535,2.4893
"TC1100010175.hg.1",2.1,"RRAS2",1.216292,-1.115283
"TC1100010194.hg.1",-1.06,"snoMBII-202",-2.169917,-1.274746
"TC1100010229.hg.1",2.16,"SNORD14A",-1.105631,-1.257919
"TC1100010261.hg.1",2.56,"HPS5",1.773095,3.485777
"TC1100010333.hg.1",-1.07,"RNA5SP337",1.278941,2.063824
"TC1100010416.hg.1",-1.2,"HSP90AA2P",-1.848865,-2.068034
"TC1100010418.hg.1",-1.19,"KIF18A",1,2.270562
"TC1100010451.hg.1",-2.03,"IMMP1L",-1.229558,-1.091809
"TC1100010456.hg.1",-2.34,"PAX6",-1.313194,1.061453
"TC1100010471.hg.1",-1.11,"HNRNPA3P9",2.13736,1.006914
"TC1100010684.hg.1",1.09,"RP11-618K13.2",1.008758,2.384902
"TC1100010688.hg.1",2.39,"PHF21A",-1.454185,-1.454185
"TC1100010752.hg.1",-1.75,"RNU5E-10P",-2.443197,-2.755129
"TC1100010792.hg.1",1.13,"FOLH1",1.420482,-2.031267
"TC1100010795.hg.1",1.31,"TYRL",1,2.263492
"TC1100010820.hg.1",-1.41,"OR4R2P",-1.255846,2.400026
"TC1100010855.hg.1",-2.06,"OR5R1",-1.179586,-1.179586
"TC1100010860.hg.1",-2.08,"OR5M7P",1.330179,1.455858
"TC1100010868.hg.1",-2.1,"OR5AP1P",1,1
"TC1100010923.hg.1",-1.21,"OR9L1P",1,2.178039
"TC1100010932.hg.1",-1.21,"OR10W1",-2.142239,-2.029071
"TC1100010941.hg.1",2.11,"OR5B3",-1.059071,1
"TC1100010948.hg.1",1.36,"GLYAT",1.557908,-2.0169
"TC1100010971.hg.1",2.32,"OR5A2",1.044173,1.0141
"TC1100011011.hg.1",-2.34,"PRPF19",-1.597649,-1.929076
"TC1100011095.hg.1",-2.08,"LRRN4CL",1.602495,1.602495
"TC1100011101.hg.1",-1.14,"NXF1",-2.607939,-1.595734
"TC1100011118.hg.1",1.32,"SLC22A25",-1.458403,-2.213593
"TC1100011196.hg.1",-2.01,"C11orf85",1.359946,1.359946
"TC1100011227.hg.1",-1.71,"MALAT1",-1.432375,-5.400638
"TC1100011295.hg.1",-1.61,"CCDC87",-2.429787,-1.693749
"TC1100011310.hg.1",1.07,"PC",-2.388973,-1.664075
"TC1100011372.hg.1",1.4,"CHKA",1,-2.513017
"TC1100011395.hg.1",3.76,"CPT1A",1.068014,1.068014
"TC1100011677.hg.1",2.51,"WNT11",-1.130068,1
"TC1100011684.hg.1",1.72,"PRKRIR",-1.124848,-2.191001
"TC1100011740.hg.1",-2.38,"RNU6-126P",1.109362,1.617213
"TC1100011742.hg.1",1.34,"KCTD21",-1.210505,-2.635524
"TC1100011751.hg.1",1.07,"NARS2",-2.0556,-1.300116
"TC1100011765.hg.1",-1.31,"RP11-258O13.1",1.657088,2.09188
"TC1100011770.hg.1",1.14,"ARL6IP1P3",-1.331738,-3.661082
"TC1100011799.hg.1",-2.18,"SNORA70E",1.191352,1
"TC1100011833.hg.1",1.73,"SYTL2",1.125386,-2.442638
"TC1100011874.hg.1",-2.36,"PSMA2P1",1,1
"TC1100011941.hg.1",-1.08,"OSBPL9P2",1,2.020245
"TC1100011969.hg.1",-1.47,"RP11-755E23.2",-1.110516,2.071491
"TC1100012006.hg.1",-2.09,"RP11-867G2.8",-1.026931,-1.026931
"TC1100012009.hg.1",1.17,"AMOTL1",2.16175,-1.051275
"TC1100012052.hg.1",1.33,"CCDC82",1.08287,-2.538437
"TC1100012053.hg.1",-1.27,"JRKL-AS1",1.670384,2.016677
"TC1100012119.hg.1",1.29,"BIRC3",-2.350291,-1.709542
"TC1100012125.hg.1",1.59,"MMP27",-1.210984,-3.472296
"TC1100012144.hg.1",-1.13,"MTCO2P15",1,2.746701
"TC1100012249.hg.1",-1.03,"RP11-708B6.2",1.228212,2.182543
"TC1100012262.hg.1",-1.15,"RDX",-1.4139,-2.670667
"TC1100012303.hg.1",2.87,"PPP2R1B",-1.030097,-1.861351
"TC1100012308.hg.1",2.36,"CRYAB",1,1
"TC1100012319.hg.1",-1.08,"RP11-356J5.4",-2.049369,1
"TC1100012370.hg.1",-2.67,"RP11-64D24.2",-2.148232,-1.072383
"TC1100012398.hg.1",1.57,"snoU13",-1.993163,-2.613258
"TC1100012422.hg.1",2.83,"APOA4",-1.747679,1.17347
"TC1100012488.hg.1",2.89,"IFT46",1.116188,-1.361852
"TC1100012526.hg.1",-2.22,"USP2",1,1
"TC1100012529.hg.1",-1.43,"DUXAP5",-1.06502,2.02539
"TC1100012556.hg.1",1.03,"TCEB1P22",2.096075,2.005344
"TC1100012588.hg.1",-1.33,"MIRLET7A2",-1.236541,-2.009393
"TC1100012681.hg.1",1.1,"SIAE",2.07119,-1.258949
"TC1100012702.hg.1",-1.66,"TMEM218",1.41199,2.316843
"TC1100012730.hg.1",1.47,"RPUSD4",2.936321,1.911917
"TC1100012755.hg.1",-1.15,"KIRREL3",1.025218,-2.187814
"TC1100012757.hg.1",-1.47,"RP11-688I9.4",2.2615,1.410161
"TC1100012919.hg.1",2.11,"THYN1",-1.129238,-1.129238
"TC1100012959.hg.1",2.1,"TIMM10B",1,1
"TC1100012976.hg.1",-1.06,"NUCB2",-1.013116,-2.055202
"TC1100012988.hg.1",1.15,"LINC01493",-1.225559,2.301955
"TC1100013009.hg.1",-1.07,"GLYATL1",-1.443439,-3.155942
"TC1100013027.hg.1",1.1,"COX8A",2.376816,1.154254
"TC1100013071.hg.1",1.53,"POLD3",2.524802,1.184493
"TC1100013088.hg.1",-2.04,"BIRC2",1.381974,-1.359899
"TC1100013089.hg.1",-1.21,"WTAPP1",-1.843414,-2.338414
"TC1100013134.hg.1",2.3,"HBE1",-1.106589,1.160157
"TC1100013135.hg.1",-1.16,"OR51B5",-2.065384,-1.773907
"TC1100013136.hg.1",1.13,"AC015691.13",-1.270477,-2.097354
"TC1100013148.hg.1",-1.35,"PIK3C2A",1.227251,-3.013939
"TC1100013209.hg.1",2.08,"PAK1",1,1
"TC1200006450.hg.1",2.51,"WNK1",-1.189529,-2.152943
"TC1200006472.hg.1",-1.61,"ADIPOR2",-2.255943,-1.17031
"TC1200006532.hg.1",-2.4,"PRMT8",1.358976,1
"TC1200006604.hg.1",1.78,"CD9",2.148052,1.001103
"TC1200006613.hg.1",1.25,"RN7SL391P",-1.494062,-2.419553
"TC1200006628.hg.1",-2.12,"SCARNA10",-1.427955,1.115152
"TC1200006648.hg.1",1.21,"USP5",-2.19978,1.055568
"TC1200006670.hg.1",-1.33,"CLSTN3",-2.27581,-1.901938
"TC1200006782.hg.1",1.45,"CLEC9A",-1.693503,-2.797892
"TC1200006864.hg.1",2.3,"MIR1244-1; MIR1244-2; MIR1244-3; MIR1244-4",1,1
"TC1200006884.hg.1",1.4,"RP11-180M15.3",-2.602594,-2.602594
"TC1200006906.hg.1",-1.04,"MIR7641-2",2.452155,1.464735
"TC1200006935.hg.1",2.04,"ATF7IP",-1.650806,-1.710242
"TC1200006966.hg.1",2.05,"STRAP",1.049338,1.017543
"TC1200007007.hg.1",-1.08,"RPL7P6",-1.953647,-2.271617
"TC1200007073.hg.1",2.47,"RPS27P22",1.307245,1.68499
"TC1200007095.hg.1",-2.11,"RP11-625L16.1",1,1
"TC1200007144.hg.1",-1.02,"RP11-582E3.6",1,-3.044678
"TC1200007209.hg.1",1.62,"DDX11",-1.96134,-2.180743
"TC1200007251.hg.1",-1.04,"KIAA1551",1.13418,-4.579975
"TC1200007365.hg.1",-2.18,"PDZRN4",-1.538421,-1.106942
"TC1200007404.hg.1",1.45,"EEF1A1P17",-2.18088,-1.744423
"TC1200007487.hg.1",-1.38,"RP5-1057I20.4",1.018228,-2.225963
"TC1200007526.hg.1",-2.35,"LINC00935",1.003201,-1.159594
"TC1200007534.hg.1",-1.13,"Y_RNA",-2.30918,-2.30918
"TC1200007556.hg.1",1.06,"Metazoa_SRP",1,-2.300297
"TC1200007561.hg.1",2.02,"SPATS2",1.074451,-1.797248
"TC1200007641.hg.1",2.21,"SCN8A",1.631547,-1.171405
"TC1200007684.hg.1",-2.58,"RPL7P41",-1.349065,-1.209969
"TC1200007729.hg.1",2.08,"RN7SKP289",1.038053,1.91793
"TC1200007850.hg.1",3.29,"SNORA48",1,-1.014768
"TC1200007856.hg.1",1.22,"TMEM194A",-2.110947,1.265686
"TC1200007864.hg.1",2.11,"NXPH4",1,1.143202
"TC1200007891.hg.1",2.29,"DTX3",1.325751,1.325751
"TC1200007911.hg.1",1.23,"RPL21P103",-1.055503,2.036681
"TC1200007959.hg.1",1.03,"MON2",1.012471,-2.349184
"TC1200008003.hg.1",1.03,"TBK1",-1.103503,-2.310076
"TC1200008013.hg.1",-2.28,"RP11-629N8.4",1,1
"TC1200008075.hg.1",-1.22,"MRPL40P1",-1.89775,-2.387102
"TC1200008133.hg.1",1.62,"LYZ",1.759517,2.710859
"TC1200008147.hg.1",2.43,"CCT2",1.129724,-1.090371
"TC1200008320.hg.1",-1.07,"RP11-263K4.3",-1.056198,2.658146
"TC1200008426.hg.1",1.03,"RPL21P106",-2.210465,-1.050262
"TC1200008435.hg.1",-2.5,"PLEKHG7",-1.660008,-1.916415
"TC1200008439.hg.1",2.83,"HNRNPA1P50",1,1
"TC1200008482.hg.1",1.34,"RP11-887P2.6",-1.516957,-2.17561
"TC1200008511.hg.1",-1.13,"Y_RNA",-1.604863,-3.800134
"TC1200008523.hg.1",1.04,"LOC105369920; RP11-536G4.1",-3.665017,-1.997852
"TC1200008525.hg.1",2.5,"SNRPF",1.101035,-1.005233
"TC1200008526.hg.1",1.13,"AMDHD1",1,-2.238961
"TC1200008541.hg.1",-1.08,"CFAP54",-1.045766,2.174208
"TC1200008573.hg.1",1.25,"SLC25A3; SNORA53",2.034269,1.483536
"TC1200008574.hg.1",2.15,"APAF1",-1.18816,-1.304259
"TC1200008592.hg.1",-1.27,"SCYL2",-1.573766,-2.121833
"TC1200008597.hg.1",2.12,"GAS2L3",1.263469,1
"TC1200008669.hg.1",2.07,"TDG",1,1
"TC1200008691.hg.1",-2.2,"RP11-43D4.3",1,-1.097233
"TC1200008745.hg.1",1.45,"SNORD74",2.016076,1.252135
"TC1200008845.hg.1",-1.16,"RAD9B",-3.19645,-3.728409
"TC1200008856.hg.1",-1.17,"LINC01405",-2.171979,-2.807994
"TC1200008894.hg.1",-2.08,"MIR6761",1,1.394918
"TC1200009017.hg.1",-1.53,"RP11-148B3.2",2.102258,1.005136
"TC1200009032.hg.1",-1.25,"RNU6-558P",-1.086434,-2.012418
"TC1200009118.hg.1",1.35,"RP1-278C19.8",-1.779066,-2.030774
"TC1200009137.hg.1",2.54,"MLEC",1,1.07674
"TC1200009164.hg.1",1.41,"RNF34",1.174682,2.035975
"TC1200009177.hg.1",1.17,"TMEM120B",-2.418647,-1.531144
"TC1200009202.hg.1",2.63,"RPL21P1",-1.272777,-1.290044
"TC1200009220.hg.1",1.03,"CCDC62",-1.19298,2.674631
"TC1200009235.hg.1",2.3,"C12orf65",1.043029,1.043029
"TC1200009239.hg.1",2.08,"KMT5A",1,1
"TC1200009319.hg.1",1.65,"RP3-446N13.4",-1.043825,-2.02386
"TC1200009329.hg.1",-2.4,"NDUFA5P6",-1.207916,-1.207916
"TC1200009366.hg.1",-2.02,"RP11-553N19.1",1,1
"TC1200009458.hg.1",-2.04,"RP11-417L19.5",1,1.196218
"TC1200009460.hg.1",1.26,"RP11-417L19.6",-2.236434,1
"TC1200009583.hg.1",2.16,"MIR3649",-1.064806,-1.044578
"TC1200009590.hg.1",2.31,"DCP1B",1.006021,1.006021
"TC1200009649.hg.1",-2.16,"CRACR2A",1.032649,-1.13901
"TC1200009742.hg.1",2.01,"CHD4",-1.090047,-1.305244
"TC1200009743.hg.1",-2.13,"SCARNA11",1.083388,1.073246
"TC1200009795.hg.1",1.14,"Y_RNA",1.27887,-2.257553
"TC1200009855.hg.1",3.23,"MIR1244-1; MIR1244-4",1.067895,1.857291
"TC1200009910.hg.1",1.01,"KLRAP1",-1.914994,-3.396621
"TC1200010019.hg.1",-1.56,"ART4",-1.372542,-3.429363
"TC1200010024.hg.1",1.1,"ARHGDIB",-2.221124,-1.12783
"TC1200010109.hg.1",1.62,"LDHB",2.243389,2.008391
"TC1200010157.hg.1",-1.06,"LYRM5",2.359825,1.254732
"TC1200010158.hg.1",1.89,"KRAS",-1.192699,-2.9573
"TC1200010185.hg.1",1.26,"ITPR2",-3.702861,-6.436517
"TC1200010189.hg.1",-2.34,"RP11-283G6.6",1,1.458515
"TC1200010198.hg.1",-1.14,"ASUN",2.023762,-1.11492
"TC1200010249.hg.1",-2.44,"RP11-996F15.6",-1.200054,-1.180624
"TC1200010358.hg.1",-1.29,"RNU6-472P",-1.648427,-2.135258
"TC1200010397.hg.1",1.21,"CPNE8",-1.012632,-2.844923
"TC1200010407.hg.1",-3.02,"KIF21A",-1.051377,-1.811783
"TC1200010427.hg.1",-1.39,"RNU6-713P",1.015718,2.215066
"TC1200010481.hg.1",-1.99,"TWF1",-1.102646,-2.457788
"TC1200010540.hg.1",-2.26,"PCED1B-AS1",1,1
"TC1200010566.hg.1",2.39,"SENP1",1,1
"TC1200010572.hg.1",-2.05,"OR10AD1",1.183041,1.183041
"TC1200010582.hg.1",-1.04,"OR8S21P",1,2.320861
"TC1200010597.hg.1",2.08,"DDX23",-1.108347,-1.108347
"TC1200010615.hg.1",2.45,"LMBR1L",1.44484,1.108078
"TC1200010640.hg.1",2.15,"NCKAP5L",-1.2988,1
"TC1200010684.hg.1",1.61,"RP11-407N8.5",1.054106,2.838266
"TC1200010693.hg.1",2.08,"TFCP2",-1.726404,1
"TC1200010719.hg.1",1.42,"ACVRL1",2.365574,-1.379265
"TC1200010801.hg.1",1.35,"Metazoa_SRP",-1.198268,-2.162994
"TC1200010812.hg.1",1.39,"CALCOCO1",-3.174765,1.555524
"TC1200010830.hg.1",1,"RP11-834C11.11",1,2.356328
"TC1200010836.hg.1",-1.13,"RNU6-950P",2.007653,1.112342
"TC1200010839.hg.1",1.62,"ITGA5",-2.061665,-1.510022
"TC1200010857.hg.1",1.47,"PHC1",1,-2.022599
"TC1200010901.hg.1",1.25,"RNF41",-1.21332,-2.055501
"TC1200010921.hg.1",-2.07,"GLS2",-1.012085,-1.082405
"TC1200010926.hg.1",2.39,"BAZ2A",1.005839,-1.244926
"TC1200010946.hg.1",2.06,"NEMP1",1,-1.008884
"TC1200010961.hg.1",6.8,"NDUFA4L2",-1.196185,-1.166794
"TC1200011017.hg.1",1.01,"RNU4-20P",1,2.418512
"TC1200011088.hg.1",-2.25,"RP11-114F3.4",1,-1.25171
"TC1200011094.hg.1",-1.33,"MIR548Z",-1.187395,-2.124628
"TC1200011099.hg.1",1.9,"GNS",1.39367,2.033845
"TC1200011140.hg.1",-1.33,"GRIP1",-1.160511,2.004288
"TC1200011158.hg.1",1.25,"RP11-473M14.3",-2.011665,1.037319
"TC1200011179.hg.1",-2.38,"IL22",1,-1.114248
"TC1200011245.hg.1",-2.03,"PTPRB",-1.386291,1
"TC1200011251.hg.1",1.81,"TSPAN8",-1.527614,-3.402724
"TC1200011285.hg.1",-1.06,"RNU6-1012P",2.279662,2.152107
"TC1200011313.hg.1",-1.03,"NAP1L1",2.238357,-1.276886
"TC1200011321.hg.1",-1.1,"OSBPL8",-1.8037,-4.369716
"TC1200011367.hg.1",-1.9,"PPP1R12A",-1.131597,-2.21364
"TC1200011378.hg.1",-1.87,"RN7SKP261",-2.143235,-1.962945
"TC1200011512.hg.1",-1.73,"RP11-756G20.1",2.06944,1.241384
"TC1200011519.hg.1",-2.1,"EEA1",-1.118279,-2.609548
"TC1200011557.hg.1",-1.07,"CEP83",-1.082652,-5.321452
"TC1200011573.hg.1",2.42,"NR2C1",-1.476774,-1.685971
"TC1200011668.hg.1",2.46,"RPS4XP1",1.146455,-1.204137
"TC1200011720.hg.1",1.62,"NUP37",1,-2.679401
"TC1200011727.hg.1",-1.06,"IGF1",1.104512,-2.160073
"TC1200011768.hg.1",1.47,"KRT18P20",-2.021744,-1.473534
"TC1200011772.hg.1",1.06,"LOC414300; RP11-61E11.2",-2.191381,-2.439255
