"Transcript Cluster ID","GenX_100uM vs. GenX_UT","Gene Symbol","0.1uMFold Change","10uMFold Change"
"TC0300013913.hg.1",1.05,"TPRG1",1.298234,-2.057111
"TC0300013914.hg.1",-2.11,"TPRG1",1.011117,-1.007375
"TC0300013915.hg.1",2.07,"TPRG1",-1.542275,-1.007402
"TC0300013922.hg.1",-2.21,"CNTN4-AS1",1,1
"TC0300013923.hg.1",-1.24,"IL5RA",2.232515,2.395821
"TC0300013926.hg.1",2.11,"SUMF1",1.301604,1.246947
"TC0300013949.hg.1",-1.09,"SATB1",-1.207062,-2.027468
"TC0300013977.hg.1",1.8,"C3orf62",1.023003,-2.642311
"TC0300013995.hg.1",-2.12,"MUSTN1",-1.096663,-1.096663
"TC0300013997.hg.1",-1,"TMEM110",-2.16601,-1.385119
"TC0300014043.hg.1",2.49,"ISY1",1,-1.366334
"TC0300014044.hg.1",2.09,"RP11-434H6.7",1.061453,1.25263
"TC0300014047.hg.1",2.2,"ISY1-RAB43",-1.086961,-1.086961
"TC0300014054.hg.1",3.34,"PIK3CB",1,1
"TC0300014078.hg.1",-2.13,"CCDC39",1,-1.289668
"TC0400006433.hg.1",-1.2,"ZNF595",-1.16753,-2.024492
"TC0400006443.hg.1",-1.44,"ZNF876P",1.312466,2.321713
"TC0400006584.hg.1",1.07,"GRK4",-2.63951,-2.63951
"TC0400006637.hg.1",-1.12,"ZBTB49",-1.050918,-2.551472
"TC0400006699.hg.1",2.44,"BLOC1S4",1,1
"TC0400006722.hg.1",1.3,"MIR4798",-1.072368,2.979541
"TC0400006838.hg.1",-2.22,"OR7E85P",-1.200479,-1.200479
"TC0400006850.hg.1",-2.05,"OR7E35P",1.130335,1.130335
"TC0400006926.hg.1",-2.17,"AC006296.2",1.445231,1.280556
"TC0400006938.hg.1",-2.01,"CC2D2A",1.138497,-1.160366
"TC0400006974.hg.1",2.39,"MTND5P4",1.607257,1.214775
"TC0400007017.hg.1",-1.19,"SLIT2",3.700397,1.145177
"TC0400007018.hg.1",-2.63,"SLIT2-IT1",1,-1.307943
"TC0400007023.hg.1",-1.11,"PACRGL",-1.40354,-2.350845
"TC0400007095.hg.1",2.29,"ZCCHC4",1.058022,-2.269273
"TC0400007153.hg.1",1.36,"MIR4275",2.429248,2.421481
"TC0400007216.hg.1",1.27,"SEC63P2",3.019522,2.622659
"TC0400007224.hg.1",-1.19,"LOC439933; RP11-431M7.3",2.186859,1.112087
"TC0400007245.hg.1",3.84,"TBC1D1",-1.44488,-1.013538
"TC0400007278.hg.1",-1.54,"RP11-360F5.3",-2.078726,1
"TC0400007303.hg.1",2.06,"PABPC1P1",-1.325852,1.069466
"TC0400007342.hg.1",-1.07,"RNU6-1195P",2.081697,1.613832
"TC0400007361.hg.1",-1.06,"SLC30A9",-1.455264,-4.430166
"TC0400007409.hg.1",1.03,"RNU6-931P",2.682039,1.185241
"TC0400007414.hg.1",3.45,"RP11-436F23.1",2.1057,2.0661
"TC0400007514.hg.1",-1.36,"SNORA26",-2.116323,1
"TC0400007520.hg.1",-2.17,"RASL11B",1.143836,1
"TC0400007555.hg.1",-1.35,"RNU6-746P",1.01839,-4.174345
"TC0400007556.hg.1",2.01,"SRD5A3",1.336927,-1.194535
"TC0400007559.hg.1",2.03,"TMEM165",1,1
"TC0400007569.hg.1",-1.21,"RNU6-276P",1.666557,2.547126
"TC0400007572.hg.1",-2.17,"EXOC1",1.036219,1
"TC0400007584.hg.1",1.08,"MIR7641-2; RNA5SP161; AC092627.1",2.047581,1.060747
"TC0400007588.hg.1",2.31,"RPL7AP31",1,-1.041729
"TC0400007589.hg.1",-2.16,"RP11-646I6.5",1,1
"TC0400007592.hg.1",1.04,"PAICS",-1.861454,-2.299118
"TC0400007654.hg.1",-2.33,"RP11-16N2.1",1,1.238119
"TC0400007656.hg.1",-1.25,"RPL17P19",2.180924,1.407934
"TC0400007709.hg.1",-1.14,"5S_rRNA",-1.249032,-2.209807
"TC0400007744.hg.1",-2.17,"UGT2B10",-2.076767,-10.12921
"TC0400007749.hg.1",1.01,"UGT2B7",-1.728308,-4.554808
"TC0400007755.hg.1",-1.41,"RP11-704M14.1",1.037147,-7.175401
"TC0400007781.hg.1",2.31,"PROL1",1,1.346963
"TC0400007832.hg.1",1.08,"AFM",-1.221717,-3.21086
"TC0400007836.hg.1",1.87,"CXCL8",3.291671,1.537269
"TC0400007879.hg.1",-1.03,"USO1",-1.273677,-2.556128
"TC0400007903.hg.1",1.33,"MIR4450",1.189248,-3.097341
"TC0400007904.hg.1",-1.14,"MIR548AH",-1.568972,-2.027216
"TC0400007906.hg.1",1.36,"AC107072.2",-1.191517,-2.188891
"TC0400007952.hg.1",-2.27,"PCAT4",1,1
"TC0400007953.hg.1",-1.11,"SNORA75",1.005386,2.144201
"TC0400008023.hg.1",2.72,"WDFY3-AS1; RP11-147K21.1",1.448972,1.456777
"TC0400008074.hg.1",1.24,"NUDT9",-1.078353,-2.072281
"TC0400008098.hg.1",1.22,"RNU6-818P",1,3.307727
"TC0400008162.hg.1",-2.07,"MTND1P19",-2.296266,1
"TC0400008170.hg.1",-2.42,"SMARCAD1",1.20087,-1.041924
"TC0400008258.hg.1",-1.76,"MTND5P5",2.05513,1.7545
"TC0400008316.hg.1",-2.04,"RNU6-351P",1,1
"TC0400008413.hg.1",-2.12,"RNU6-289P",-2.136279,-1.467632
"TC0400008443.hg.1",1.05,"LARP7",1.125925,-2.101049
"TC0400008497.hg.1",-1.48,"RPF2P2",1.156175,2.143354
"TC0400008504.hg.1",2.37,"MTRNR2L13",-1.176874,1
"TC0400008547.hg.1",-1.43,"METTL14",-1.440021,-2.566958
"TC0400008663.hg.1",1.21,"HSPA4L",-1.125464,-2.544778
"TC0400008665.hg.1",1.04,"RNU6-583P",-1.370108,2.255129
"TC0400008668.hg.1",1.41,"LARP1B",-1.245254,-2.053009
"TC0400008776.hg.1",-1.05,"LINC00500; RP11-310A13.1",-2.212044,-1.430094
"TC0400008808.hg.1",-1.44,"RP11-342I1.2",1.588087,2.127177
"TC0400008882.hg.1",-1.12,"SMARCA5",-2.67825,-2.128991
"TC0400008928.hg.1",-1.97,"RP11-6L6.7",-2.093055,-2.093055
"TC0400009029.hg.1",-2.51,"FHDC1",1,1.271904
"TC0400009033.hg.1",-1.49,"TRIM2",-1.592453,-2.055914
"TC0400009074.hg.1",-2.86,"RBM46",1,-1.431264
"TC0400009090.hg.1",-1.04,"TDO2",-1.689517,-2.777486
"TC0400009099.hg.1",-1.22,"RP11-171N4.1",1,2.126337
"TC0400009167.hg.1",-2.01,"TOMM22P4",1,1
"TC0400009253.hg.1",1.05,"ANXA10",-1.111078,-2.517759
"TC0400009266.hg.1",-1.02,"RNU6-853P",2.538471,1.025296
"TC0400009324.hg.1",-1.13,"MIR548T",-1.167126,-3.893641
"TC0400009464.hg.1",-1.14,"RP11-367N14.3",3.693375,-1.063153
"TC0400009768.hg.1",1.25,"RN7SL589P",1.03945,-2.37909
"TC0400009791.hg.1",2.02,"NOP14",1.285794,1.285794
"TC0400009855.hg.1",2.64,"TMEM128",1,-1.256351
"TC0400010078.hg.1",1.16,"RAB28",-1.389533,-2.07254
"TC0400010251.hg.1",2.04,"DHX15",1,1
"TC0400010470.hg.1",1.11,"SMIM14",2.73515,1.81446
"TC0400010475.hg.1",-1.1,"Y_RNA",-1.479428,-2.34432
"TC0400010519.hg.1",2.01,"APBB2",1.014325,-1.04899
"TC0400010572.hg.1",-1.28,"RN7SL691P",-2.161661,-1.624583
"TC0400010606.hg.1",-1.1,"COMMD8",-1.005241,-3.208503
"TC0400010614.hg.1",-2.24,"CNGA1",1.124092,-2.030099
"TC0400010704.hg.1",1.28,"LNX1",-1.024351,-2.448758
"TC0400010783.hg.1",-1.19,"RP11-738E22.3",-2.177737,1
"TC0400010785.hg.1",-1.12,"IGFBP7",2.784446,2.491372
"TC0400010853.hg.1",-3.02,"TECRL",1.205198,-1.786567
"TC0400010904.hg.1",2.09,"YTHDC1",-1.069651,1
"TC0400010925.hg.1",1.33,"UGT2B11",-2.31102,-7.778596
"TC0400010985.hg.1",-2.15,"RP11-545L5.1",1,1
"TC0400011040.hg.1",-1.22,"RCHY1",1.331507,-2.317276
"TC0400011048.hg.1",1.14,"PPEF2",-2.00401,-1.611495
"TC0400011053.hg.1",-2.13,"CXCL10",1,-1.09106
"TC0400011134.hg.1",-2.04,"NAA11",1,1.080351
"TC0400011147.hg.1",2.12,"RP11-377G16.2",1.204738,1.269121
"TC0400011164.hg.1",1.09,"NPM1P41",1.039702,2.360365
"TC0400011168.hg.1",2.54,"HNRNPD",1.158052,1.073052
"TC0400011189.hg.1",1.04,"Y_RNA",-1.061526,2.070286
"TC0400011192.hg.1",-1.06,"PLAC8",-2.49983,1
"TC0400011270.hg.1",-1.2,"Y_RNA",1.035559,-2.172356
"TC0400011299.hg.1",-1.08,"FAM13A",-1.507074,-2.01009
"TC0400011397.hg.1",-2.54,"NDUFS5P4",1.042726,1.118566
"TC0400011403.hg.1",1.52,"ADH4",-1.235204,-4.205827
"TC0400011407.hg.1",-1.27,"ADH1A",-1.020411,-2.972424
"TC0400011408.hg.1",-1.44,"ADH1B",-1.159819,-2.050975
"TC0400011409.hg.1",-1.02,"ADH1C",1.223039,-2.206149
"TC0400011438.hg.1",-1.08,"LINC01218; RP11-167N19.1",2.037486,2.129287
"TC0400011537.hg.1",2.35,"RAC1P5",1,1
"TC0400011538.hg.1",2.07,"PAPSS1",1.371419,-2.356034
"TC0400011563.hg.1",-1.4,"ETNPPL",-1.035157,-2.008265
"TC0400011579.hg.1",2.32,"PLA2G12A",1.185208,1.185208
"TC0400011643.hg.1",1.31,"CAMK2D",-1.148221,-2.783309
"TC0400011706.hg.1",-1.04,"FABP2",-2.164629,1.125706
"TC0400011815.hg.1",2.31,"MFSD8",1.271005,-1.058456
"TC0400011856.hg.1",-1.09,"RP11-401I19.1",1,2.306443
"TC0400012009.hg.1",-2.1,"SMARCA5-AS1",1,1.279083
"TC0400012050.hg.1",-1.22,"Y_RNA",-2.758263,-1.129763
"TC0400012062.hg.1",-1.33,"MIR548G",-2.957934,-2.387797
"TC0400012165.hg.1",2.08,"ANXA2P1",1.003201,-1.076232
"TC0400012198.hg.1",-1.37,"MTCYBP17",1.093725,2.608481
"TC0400012203.hg.1",1.08,"MTATP6P9",1,2.036272
"TC0400012222.hg.1",-1.18,"PDGFC",-2.497336,-1.612959
"TC0400012251.hg.1",-1.08,"C4orf46",-1.780558,-2.88202
"TC0400012418.hg.1",-2.07,"LOC101928314",-1.106904,1
"TC0400012458.hg.1",-2.31,"HPGD",1.809711,-1.225746
"TC0400012464.hg.1",-1.11,"GLRA3",1,2.042945
"TC0400012538.hg.1",-1.19,"CCNHP1",-2.324564,-2.274154
"TC0400012585.hg.1",-1.02,"RNU6-479P",1.230649,3.048564
"TC0400012625.hg.1",1.07,"LINC01093",2.690902,3.663696
"TC0400012670.hg.1",2.73,"FAT1",-1.051078,-1.552099
"TC0400012689.hg.1",-1.39,"ADAM20P3",-1.777377,-2.092344
"TC0400012800.hg.1",2.55,"UBA6-AS1",1.146041,1.146041
"TC0400012803.hg.1",-1.3,"UGT2B28",-1.505142,-2.167091
"TC0400012804.hg.1",1.17,"UGT2B25P",-1.428677,-4.538576
"TC0400012805.hg.1",-2.4,"UGT2B24P",1.538197,-1.552529
"TC0400012812.hg.1",1.03,"LOC728040; RP11-622A1.2",-1.317598,-2.424639
"TC0400012874.hg.1",1.44,"CYP4V2",-1.889573,-5.878385
"TC0400012875.hg.1",1.07,"KLKB1",-1.347785,-2.099347
"TC0400012921.hg.1",1.12,"TLR1",1.506625,-2.301285
"TC0400012923.hg.1",-1.27,"UGT2B17",-1.847456,-4.775859
"TC0400012924.hg.1",-1.57,"UGT2B15",-1.417158,-4.563973
"TC0400012933.hg.1",2.4,"NAAA",-1.263592,-1.170277
"TC0400012942.hg.1",-1.6,"C4orf36",-2.531776,-1.333557
"TC0400012944.hg.1",1.36,"HSD17B13",-1.522866,-2.603926
"TC0400012952.hg.1",1.13,"BDH2",1.504089,-2.271712
"TC0400012956.hg.1",-1.1,"ELOVL6",1.308624,-2.306412
"TC0400012989.hg.1",1.34,"TMEM192",-1.079258,-2.315381
"TC0500006532.hg.1",1.41,"RP11-259O2.3",3.004718,1.583525
"TC0500006707.hg.1",-1.16,"CTD-2201E9.4",-1.191005,2.735131
"TC0500006730.hg.1",2.36,"CCT5",1,1
"TC0500006875.hg.1",1.21,"CTD-2139B15.2",-2.580554,-1.331396
"TC0500006980.hg.1",-1.25,"RNU4-43P",2.225115,2.193979
"TC0500007000.hg.1",-1.3,"LINC01021",2.129508,1
"TC0500007060.hg.1",-1.19,"TPT1P5",1.184395,2.887478
"TC0500007075.hg.1",1.43,"SUB1",1.343335,-2.102608
"TC0500007103.hg.1",1.05,"RP11-1250I15.3",-1.122729,-3.061078
"TC0500007119.hg.1",-1.04,"MIR7641-2",2.452155,1.464735
"TC0500007123.hg.1",-1.36,"DNAJC21",-2.062809,-2.092605
"TC0500007201.hg.1",1.41,"OSMR",2.258868,1.443309
"TC0500007206.hg.1",-1.52,"RICTOR",-1.205031,-2.858959
"TC0500007237.hg.1",-2.14,"CARD6",1,1
"TC0500007258.hg.1",1.44,"GHR",-1.227591,-2.221493
"TC0500007326.hg.1",1.36,"CTD-2013M15.1",1.029754,-2.095304
"TC0500007452.hg.1",1.15,"MAP3K1",2.738584,2.628082
"TC0500007465.hg.1",-1.15,"GPBP1",-1.513627,-2.37428
"TC0500007494.hg.1",2.12,"RAB3C",1.554866,1.066615
"TC0500007623.hg.1",1.49,"MAST4",-1.947495,-2.247435
"TC0500007641.hg.1",-1.69,"PIK3R1",-1.613753,-3.772891
"TC0500007668.hg.1",-1.06,"CDK7",1,-2.276
"TC0500007693.hg.1",-1.18,"CDH12P3",-1.685574,-2.169887
"TC0500007725.hg.1",-1.27,"BDP1",1.199689,-2.86493
"TC0500007741.hg.1",-1.68,"MIR4803",-1.170431,2.766975
"TC0500007753.hg.1",-1.09,"Y_RNA",2.175278,1
"TC0500007758.hg.1",-1.01,"FCHO2",-2.329645,-5.254669
"TC0500007808.hg.1",-2.49,"POLK",-1.056278,-3.048035
"TC0500007826.hg.1",1.34,"IQGAP2",-1.047754,-2.42876
"TC0500008072.hg.1",-2.56,"RP11-348J24.2",1.008877,1
"TC0500008166.hg.1",-1.34,"RP11-455B3.1",1.110362,2.034748
"TC0500008175.hg.1",1.53,"RGMB",2.376964,1.038615
"TC0500008229.hg.1",2.45,"PAM",1,1
"TC0500008292.hg.1",1,"RP11-231G15.1",1,2.303041
"TC0500008318.hg.1",2.24,"EPB41L4A-AS1",1.73645,1.2475
"TC0500008320.hg.1",1.08,"CTC-459M5.1",-2.284598,-1.063153
"TC0500008336.hg.1",-1.26,"CTC-487M23.6",-1.459385,2.2647
"TC0500008342.hg.1",-1.24,"DCP2",-1.358176,-2.413472
"TC0500008427.hg.1",2.3,"MIR1244-2; MIR1244-3",1,1
"TC0500008431.hg.1",1.09,"DMXL1",-1.022974,-2.21917
"TC0500008445.hg.1",1.04,"RNA5SP190",1.305787,2.074423
"TC0500008479.hg.1",-2.03,"SNX2",-1.070586,-4.17999
"TC0500008504.hg.1",-2.24,"CTC-369A16.2; CTC-369A16.3",1.211883,-1.280946
"TC0500008568.hg.1",1.07,"SLC12A2",-1.408071,-2.999474
"TC0500008681.hg.1",-2.02,"CTB-113I20.2",1.100424,1.140123
"TC0500008712.hg.1",1.02,"MIR4461",-2.54566,-1.488563
"TC0500008721.hg.1",-2.09,"CTC-203F4.2",-1.154749,1.008094
"TC0500008842.hg.1",-2.11,"PSD2",1,1.309277
"TC0500008972.hg.1",-2.23,"CTB-57H20.1",1,1
"TC0500009175.hg.1",2.04,"LARP1",-1.015971,1.11434
"TC0500009180.hg.1",1.43,"MIR378H",-1.53381,-3.801239
"TC0500009183.hg.1",-1.09,"MRPL22",-2.390927,-2.034042
"TC0500009235.hg.1",-1.55,"CTC-436K13.3",2.237209,1.781509
"TC0500009250.hg.1",-1.12,"UBLCP1",-1.749607,-2.0375
"TC0500009255.hg.1",-1.23,"RNU4ATAC2P",-2.146966,-1.281035
"TC0500009321.hg.1",2.63,"MAT2B",1.641722,1.641722
"TC0500009423.hg.1",-1.05,"NPM1",-1.026939,-2.304653
"TC0500009471.hg.1",3.77,"ERGIC1",1.812838,1.513051
"TC0500009478.hg.1",2.47,"RPL26L1",1.668892,1.370964
"TC0500009591.hg.1",2.07,"FAF2",1.107126,1.14979
"TC0500009595.hg.1",1.17,"Y_RNA",-1.131974,-2.27862
"TC0500009606.hg.1",-1.11,"ZNF346",1.432813,2.14649
"TC0500009610.hg.1",2.11,"NSD1",1.217802,-1.195422
"TC0500009674.hg.1",-2.23,"RP11-281O15.4",-1.109001,-1.043956
"TC0500009863.hg.1",2.37,"LPCAT1",1.204705,-1.469627
"TC0500009964.hg.1",1.14,"MTCO1P30",-2.563242,-2.530688
"TC0500009996.hg.1",2.19,"NSUN2",1,1
"TC0500010019.hg.1",-1.4,"FASTKD3",-2.01161,-1.126276
"TC0500010084.hg.1",1.37,"CTD-2256P15.5",2.177254,1
"TC0500010197.hg.1",2.16,"ZNF622",-1.290732,-1.006488
"TC0500010300.hg.1",-1.02,"SNORA40",1.118069,2.263538
"TC0500010371.hg.1",-1.38,"LOC101929681; CTD-2010I22.2",-2.074092,-1.471207
"TC0500010430.hg.1",-1.14,"MIR579",3.241114,2.141453
"TC0500010490.hg.1",2.99,"UGT3A1",-1.036507,-1.036507
"TC0500010507.hg.1",1.2,"CTD-2653M23.3",-2.034438,-1.459
"TC0500010533.hg.1",-2.25,"EGFLAM-AS3; CTD-2108O9.3",-1.901859,-1.901859
"TC0500010586.hg.1",2.32,"SNORD72",1,1
"TC0500010599.hg.1",-2.07,"OXCT1",1,-1.062903
"TC0500010617.hg.1",-2.18,"PRELID3BP4",1.893598,1.893598
"TC0500010635.hg.1",1.15,"HMGCS1",-1.407447,-2.461845
"TC0500010640.hg.1",-1.37,"C5orf28",2.013436,1.268945
"TC0500010641.hg.1",1.05,"C5orf34",-2.026402,1
"TC0500010670.hg.1",-1.03,"EMB",-1.12927,-2.047268
"TC0500010788.hg.1",1.11,"IL6ST",-1.118379,-2.282729
"TC0500010816.hg.1",1.07,"Y_RNA",-1.402101,-2.164989
"TC0500010842.hg.1",2.17,"PDE4D",-1.910764,-1.218199
"TC0500010872.hg.1",-1,"ERCC8",2.706147,2.223682
"TC0500010930.hg.1",-1.21,"TRIM23",-1.347018,-3.392315
"TC0500011004.hg.1",1.63,"GUSBP3",-1.133355,-2.423665
"TC0500011037.hg.1",-1.46,"LOC100272216",-1.314843,-2.103498
"TC0500011056.hg.1",1.53,"LOC647859",-1.793614,-2.349982
"TC0500011074.hg.1",1.18,"LOC102724392; RP11-136K7.2",-1.692153,-2.285374
"TC0500011095.hg.1",3.03,"MRPS27",-1.014628,1.050896
"TC0500011194.hg.1",1.39,"F2RL2",2.280737,-1.200055
"TC0500011276.hg.1",-1.54,"FAM151B",1.153302,-2.291878
"TC0500011312.hg.1",1.11,"ATG10-AS1; RP11-356D23.2",1.860512,2.137212
"TC0500011448.hg.1",1.59,"ARRDC3",1.175073,-2.23921
"TC0500011460.hg.1",1.61,"CTD-2091N23.1",-3.333551,-3.291191
"TC0500011490.hg.1",-1.04,"TTC37",-1.015943,-2.600827
"TC0500011505.hg.1",-1,"FABP5P5",-1.082675,2.745939
"TC0500011580.hg.1",-1.07,"MIR548P",-2.175912,-1.966459
"TC0500011590.hg.1",-2.04,"OR7H2P",1,1
"TC0500011596.hg.1",1.14,"SLCO4C1",1.326716,-4.158663
"TC0500011602.hg.1",-2.48,"GIN1",1.709649,-1.030782
"TC0500011685.hg.1",1.08,"MIR548F3",-1.931404,-2.783345
"TC0500011748.hg.1",-2.03,"CCDC112",1.045541,2.012599
"TC0500011752.hg.1",1.68,"FEM1C",-1.053843,-2.166265
"TC0500011757.hg.1",-1.02,"RNU2-49P",1.055027,2.754786
"TC0500011768.hg.1",-1.08,"CTD-2287O16.5",1,2.2666
"TC0500011839.hg.1",1.26,"PRELID3BP8",-2.212473,-1.244296
"TC0500011857.hg.1",-1.15,"CTD-2544H17.1",1.109354,2.206562
"TC0500011884.hg.1",-1,"CTD-2169H9.1",-1.280893,2.482975
"TC0500011943.hg.1",2.61,"C5orf63",1.078802,1.078802
"TC0500011987.hg.1",-1.13,"RP1-247F3.1",2.041034,-1.121671
"TC0500012068.hg.1",2.05,"RP11-215P8.2",1.398422,-1.040495
"TC0500012090.hg.1",2.1,"MTND5P11",-1.643818,-1.310675
"TC0500012091.hg.1",2.18,"MTND4LP30; MTND4P12",-1.15515,-1.15515
"TC0500012123.hg.1",-2.4,"VTRNA2-1",-1.724586,-1.93803
"TC0500012162.hg.1",2.89,"BRD8",1,1.015225
"TC0500012183.hg.1",-1.11,"SNORD63",2.061622,-1.168737
"TC0500012258.hg.1",-1,"AC005609.20",-2.236914,-1.276161
"TC0500012280.hg.1",2.17,"DIAPH1",1.127729,1.714942
"TC0500012312.hg.1",-2.43,"SPRY4",1.199772,-1.441839
"TC0500012343.hg.1",-1.12,"RP11-278J6.5",-2.623768,-2.317019
"TC0500012392.hg.1",1.05,"SPINK1",2.029365,2.053265
"TC0500012406.hg.1",-1.14,"CTB-160O22.1",1.877041,2.984977
"TC0500012450.hg.1",1.38,"TIGD6",-2.293991,-1.464959
"TC0500012504.hg.1",1.17,"SLC36A3",-1.950427,-2.402056
"TC0500012555.hg.1",1.22,"CIR1P1",-2.057368,1
"TC0500012652.hg.1",-2.4,"LOC101927766; AC011343.1",1,-1.245064
"TC0500012710.hg.1",-2.39,"CTB-181F24.1",1,1
"TC0500012762.hg.1",-2.34,"MIR218-2",1,-1.08465
"TC0500012792.hg.1",-2.14,"CTB-147C13.1",-1.095979,1
"TC0500012818.hg.1",2.16,"STK10",-1.515958,-1.110078
"TC0500012839.hg.1",-1.27,"CTB-79E8.2",1.183681,2.492235
"TC0500012870.hg.1",1.12,"STC2",1.368191,2.286847
"TC0500013039.hg.1",-1.15,"ADAMTS2",1,3.25873
"TC0500013074.hg.1",2.16,"Metazoa_SRP",-1.035602,-1.035602
"TC0500013103.hg.1",2.44,"OR2AI1P",1.014599,1.071937
"TC0500013107.hg.1",1.68,"HEIH",-2.024366,-1.350693
"TC0500013175.hg.1",2.25,"IPO11; LRRC70",1,1.068984
"TC0500013184.hg.1",-1.09,"SMA4",-1.061975,-2.783308
"TC0500013226.hg.1",2.05,"CDC42SE2",1.092543,-1.511688
"TC0500013300.hg.1",1.04,"C9",2.626516,2.41801
"TC0500013301.hg.1",2.33,"DAB2",-1.195256,1.296939
"TC0500013318.hg.1",-1.16,"GUSBP3; SMA4",-1.22209,-2.247327
"TC0500013319.hg.1",-1.22,"GUSBP9",-1.374274,-2.835455
"TC0500013324.hg.1",-1.09,"GUSBP9; TCONS_l2_00023779",1.119838,-2.312205
"TC0500013326.hg.1",-1.08,"CTC-347C20.1",-2.180018,-1.44434
"TC0500013345.hg.1",-1.53,"TMEM232",-1.665505,-2.19611
"TC0500013399.hg.1",1.14,"PANK3",1.385983,-2.339645
"TC0600007027.hg.1",1.17,"RNU6-793P",-1.258155,2.542856
"TC0600007068.hg.1",-1.6,"GMPR",-3.060591,1
"TC0600007090.hg.1",-2.01,"SUMO2P13",-1.332791,1
"TC0600007146.hg.1",-1.1,"CDKAL1",-1.256996,-2.516101
"TC0600007250.hg.1",-1.71,"SLC17A4",1.431205,-2.85142
"TC0600007268.hg.1",-1.34,"HIST1H4C",-2.790106,1.095069
"TC0600007284.hg.1",-1.38,"HIST1H4E",-2.346418,-1.419526
"TC0600007285.hg.1",-2.15,"HIST1H2AE",-4.862336,-2.245457
"TC0600007307.hg.1",-1.87,"BTN2A1",-1.375656,-2.011219
"TC0600007326.hg.1",-1.32,"LINC00240",-1.484369,-2.503714
"TC0600007335.hg.1",-1.46,"MIR3143",1.240559,2.392253
"TC0600007374.hg.1",1.05,"HIST1H2AI",-2.14371,-1.570964
"TC0600007377.hg.1",-2.74,"HIST1H2BM",-1.67652,-1.513942
"TC0600007386.hg.1",-2.15,"OR2W6P",1.173892,1.449203
"TC0600007406.hg.1",-2.25,"ZNF192P2",-1.148714,-1.049768
"TC0600007410.hg.1",2.18,"ZSCAN9",-1.659628,-1.619434
"TC0600007433.hg.1",2.5,"HCG14",1.16483,1.099731
"TC0600007482.hg.1",-1.35,"HCG9P5",1.090281,2.145985
"TC0600007504.hg.1",-1.1,"ZNRD1-AS1_1",1.036119,-2.167723
"TC0600007570.hg.1",-2.27,"USP8P1",1,1.056513
"TC0600007600.hg.1",-1.84,"SNORA38",-1.321943,-2.060136
"TC0600007628.hg.1",2.05,"C4B",-1.045295,-1.025878
"TC0600007648.hg.1",-2.06,"HCG23",-1.178809,-1.287052
"TC0600007714.hg.1",-2.28,"ITPR3",-1.132342,1.044708
"TC0600007911.hg.1",1.15,"SNORD45",3.36942,1
"TC0600008060.hg.1",-1.19,"CNPY3",2.837381,2.128858
"TC0600008094.hg.1",-1.03,"TJAP1",1.514593,2.117423
"TC0600008109.hg.1",2.37,"VEGFA",-1.051224,-1.139491
"TC0600008183.hg.1",-1.3,"CD2AP",-1.185389,-2.077992
"TC0600008262.hg.1",2.03,"TMEM14A",1.023819,-1.190956
"TC0600008345.hg.1",1.08,"MRPL30P1",-2.027877,-1.019202
"TC0600008354.hg.1",-1.09,"MIR548U",-1.293617,-4.710141
"TC0600008379.hg.1",1.35,"MTRNR2L9",-2.64006,-1.361598
"TC0600008390.hg.1",-1.44,"FKBP1C",-2.222849,-2.072842
"TC0600008408.hg.1",-2.13,"GCNT1P4",1.03039,1
"TC0600008477.hg.1",-1.28,"NDUFAB1P1",1,-2.266506
"TC0600008573.hg.1",-1.14,"Y_RNA",-1.241918,-2.212611
"TC0600008575.hg.1",-1,"RNU6-248P",-2.003066,-2.003066
"TC0600008595.hg.1",-2.09,"MEI4",1.09791,1
"TC0600008780.hg.1",1.31,"CASP8AP2",-1.342117,-2.124568
"TC0600008863.hg.1",-1.16,"MANEA",-1.018728,-2.561004
"TC0600008984.hg.1",-1.03,"RNA5SP211",-2.441131,1.121881
"TC0600009019.hg.1",1.15,"SOBP",-1.37766,-3.428886
"TC0600009033.hg.1",1.13,"RNU6-437P",-1.710135,-2.008599
"TC0600009072.hg.1",-1.26,"LINC00222",-1.788983,-2.092808
"TC0600009080.hg.1",-1.53,"CEP57L1",-2.710521,-2.319864
"TC0600009102.hg.1",2.03,"FIG4",1.454195,1
"TC0600009112.hg.1",1.1,"CDC40",1.038218,-2.03757
"TC0600009140.hg.1",2.62,"GTF3C6",1.399711,-1.053419
"TC0600009228.hg.1",1.1,"NT5DC1",-1.181213,-2.543033
"TC0600009248.hg.1",1.05,"VGLL2",2.000971,1.57901
"TC0600009279.hg.1",2.12,"ASF1A",-1.007773,-1.434662
"TC0600009305.hg.1",-2.02,"RNU6-1286P",1,1
"TC0600009340.hg.1",-1.94,"HRAT13; RP11-532N4.2",1.818879,2.189862
"TC0600009361.hg.1",2.28,"LOC643623; RP1-293L8.2",1.061313,-1.653302
"TC0600009455.hg.1",-1.28,"ARG1",-1.583054,-4.245164
"TC0600009463.hg.1",-1.03,"RP1-131F15.3",2.655825,1.367386
"TC0600009486.hg.1",-1.15,"RP1-55C23.7",-1.682014,-2.415112
"TC0600009490.hg.1",-1.02,"SNORD100",2.29264,1.033351
"TC0600009491.hg.1",2.24,"SNORA33",4.108211,3.431645
"TC0600009537.hg.1",-1.48,"MIR548A2",-2.270343,-2.894753
"TC0600009611.hg.1",2.04,"HEBP2",1.390381,1.24234
